Gene,2.5nM_DFB_A,2.5nM_DFB_B,2.5nM_Fe_A,2.5nM_Fe_B
Ga0401699_0042274_57_4088,24.61854784,10.78593821,0,0
Ga0401699_0042363_3308_3946,6.791323541,15.1003135,150.9289281,137.5868764
Ga0401699_0042458_236_4009,24.61854784,20.4932826,0,0
Ga0401699_0042667_2773_3714,32.25878682,28.04343935,80.82923639,95.45089551
Ga0401699_0042686_245_3445,106.9633458,39.90797139,0,0
Ga0401699_0042914_27_833,47.53926479,36.67218992,0,0.859917978
Ga0401699_0042926_228_4061,33.9566177,18.33609496,5.007120838,1.719835955
Ga0401699_0043012_1145_1828,9.338069869,4.314375285,39.34166373,66.21368427
Ga0401699_0043012_2397_3107,15.28047797,6.471562927,79.39863044,124.6881067
Ga0401699_0043012_3143_3547,10.18698531,0,59.37014708,96.31081349
Ga0401699_0043303_165_4046,21.22288607,24.80765789,1.430605954,1.719835955
Ga0401699_0043457_32_4039,31.40987138,25.88625171,0,0
Ga0401699_0043563_59_4036,29.71204049,19.41468878,0,0
Ga0401699_0043813_1651_2277,460.9610853,246.9979851,2.145908931,0.859917978
Ga0401699_0043905_2_4021,100.1720222,29.12203317,0,0
Ga0401699_0044023_182_2341,5.942408098,2.157187642,0,0
Ga0401699_0044122_88_3978,57.7262501,30.20062699,0.715302977,0
Ga0401699_0044218_2318_3595,14.43156252,23.72906407,135.9075656,153.925318
Ga0401699_0044218_808_2298,27.16529416,30.20062699,163.8043817,213.2596584
Ga0401699_0044294_502_3924,28.86312505,11.86453203,0,0
Ga0401699_0044428_212_3721,2135.871254,1016.03538,26.46621015,14.61860562
Ga0401699_0044585_171_3857,57.7262501,52.85109724,2.145908931,6.879343821
Ga0401699_0045030_2533_3972,58.57516554,19.41468878,0,0
Ga0401699_0045030_452_1441,24.61854784,22.65047025,0.715302977,0.859917978
Ga0401699_0045259_242_3469,1703.773293,788.4520833,7.868332746,5.159507865
Ga0401699_0045367_33_3797,47.53926479,50.6939096,2.145908931,4.299589888
Ga0401699_0045371_2_1423,42.44577213,47.45812813,100.1424168,65.3537663
Ga0401699_0045883_84_3824,97.6252759,64.71562927,1.430605954,3.43967191
Ga0401699_0046007_1061_3661,3.39566177,16.17890732,0,0
Ga0401699_0046111_2_3610,10.18698531,30.20062699,0,0
Ga0401699_0046167_1_3555,34.80553315,23.72906407,3.576514884,0
Ga0401699_0046173_181_3924,45.8414339,37.75078374,2.145908931,0.859917978
Ga0401699_0046253_52_3798,5.942408098,30.20062699,0,0
Ga0401699_0046335_1034_3808,4.244577213,6.471562927,0,0
Ga0401699_0046394_97_543,26.31637872,17.25750114,60.08545006,83.41204383
Ga0401699_0046435_2_3925,44.14360302,29.12203317,7.153029769,0.859917978
Ga0401699_0046547_105_3902,29.71204049,14.02171968,0,0
Ga0401699_0046638_121_3840,86.58937515,74.42297367,0,3.43967191
Ga0401699_0046794_5_3913,65.36648908,51.77250342,3.576514884,0
Ga0401699_0046867_3516_3737,33.10770226,58.24406635,60.80075304,44.71573483
Ga0401699_0046885_1867_3027,151.1069488,229.7404839,5.007120838,12.03885169
Ga0401699_0046885_3075_3677,46.69034934,71.1871922,2.861211908,3.43967191
Ga0401699_0046885_73_828,157.8982723,235.133453,4.291817861,12.03885169
Ga0401699_0046885_877_1689,179.1211584,316.0279896,17.16727145,12.03885169
Ga0401699_0046903_99_3854,11.8848162,11.86453203,0,0
Ga0401699_0046936_1_3819,11.8848162,3.235781464,0,0
Ga0401699_0047082_214_3843,90.83395236,102.466413,16.45196847,7.739261798
Ga0401699_0047213_2162_2923,36.50336403,25.88625171,0,0.859917978
Ga0401699_0047304_1948_3894,36.50336403,50.6939096,381.9717897,484.1338214
Ga0401699_0047466_1339_3828,68.76215085,61.47984781,9.2989387,3.43967191
Ga0401699_0047613_48_3665,3.39566177,9.707344391,1.430605954,0
Ga0401699_0047649_2467_2721,348.9042469,499.3889392,1269.662784,1103.274765
Ga0401699_0047780_79_1239,262.3148718,210.3257951,3.576514884,5.159507865
Ga0401699_0047785_180_3128,1085.762851,833.7530238,140.1993835,215.8394124
Ga0401699_0048172_129_3827,96.77636046,70.10859838,0.715302977,0.859917978
Ga0401699_0048224_81_3860,13.58264708,5.392969106,0,0
Ga0401699_0048490_38_3850,104.4165994,56.0868787,1.430605954,0.859917978
Ga0401699_0048531_7_3684,33.9566177,25.88625171,0,0
Ga0401699_0049108_115_3738,5.093492656,5.392969106,0,0
Ga0401699_0049166_263_3730,25.46746328,25.88625171,0,2.579753933
Ga0401699_0049307_162_3794,5.942408098,5.392969106,0,0
Ga0401699_0049702_3_3809,67.91323541,37.75078374,1.430605954,1.719835955
Ga0401699_0049910_3_3656,8.489154426,8.62875057,6.437726792,6.019425843
Ga0401699_0050497_59_3559,18.67613974,34.51500228,1.430605954,0.859917978
Ga0401699_0050694_350_3757,37.35227948,20.4932826,0,0
Ga0401699_0050878_29_2473,60.27299643,76.58016131,0,1.719835955
Ga0401699_0050900_1145_3634,19.52505518,24.80765789,0,0
Ga0401699_0050930_1687_2478,55.17950377,66.87281692,1.430605954,0.859917978
Ga0401699_0050930_2811_3770,73.85564351,39.90797139,1.430605954,5.159507865
Ga0401699_0051295_117_3638,875.2318213,344.071429,12.87545358,3.43967191
Ga0401699_0051566_1_3525,5.093492656,8.62875057,0,0
Ga0401699_0051573_116_1555,205.4375371,118.6453203,346.9219438,484.1338214
Ga0401699_0051580_78_3632,8.489154426,28.04343935,0.715302977,0
Ga0401699_0051715_185_3673,38.20119492,31.27922082,44.34878457,71.37319214
Ga0401699_0051984_480_3551,22.07180151,40.98656521,0,0
Ga0401699_0052156_2_3502,7.640238984,10.78593821,0,0
Ga0401699_0052238_2482_3729,61.97082731,83.05172424,91.55878104,104.9099933
Ga0401699_0052339_108_3713,55.17950377,40.98656521,1.430605954,0.859917978
Ga0401699_0052834_14_3712,21.22288607,9.707344391,0,0
Ga0401699_0053122_26_3703,33.9566177,32.35781464,0,0.859917978
Ga0401699_0053173_175_3657,143.4667098,101.3878192,2.861211908,20.63803146
Ga0401699_0053336_1449_3290,39.05011036,53.92969106,3.576514884,4.299589888
Ga0401699_0053336_805_1338,42.44577213,71.1871922,2.861211908,3.43967191
Ga0401699_0054185_25_3579,198.6462136,186.5967311,17.88257442,40.41614495
Ga0401699_0054306_76_3405,15.28047797,16.17890732,25.75090717,34.3967191
Ga0401699_0054431_19_3579,155.351526,131.5884462,5.722423815,21.49794944
Ga0401699_0054480_36_3395,252.1278865,177.9679805,2.861211908,0
Ga0401699_0054503_104_3616,22.07180151,21.57187642,0,0
Ga0401699_0054518_31_3663,60.27299643,34.51500228,0.715302977,3.43967191
Ga0401699_0054927_1067_2026,84.04262882,72.26578602,1.430605954,0.859917978
Ga0401699_0054927_2023_2784,47.53926479,95.99485009,0.715302977,0
Ga0401699_0054927_514_1023,318.343291,472.4240937,0,2.579753933
Ga0401699_0055211_1866_3575,6.791323541,14.02171968,0,2.579753933
Ga0401699_0055211_209_1774,9.338069869,11.86453203,0,0
Ga0401699_0055847_54_3452,28.86312505,14.02171968,0,0
Ga0401699_0055878_1178_3403,37.35227948,20.4932826,0,0
Ga0401699_0056072_2_3583,18.67613974,6.471562927,0,0
Ga0401699_0056490_101_3457,8.489154426,5.392969106,0.715302977,0.859917978
Ga0401699_0056838_96_3383,128.1862318,113.2523512,138.0534745,173.7034315
Ga0401699_0056858_144_3527,33.9566177,42.06515903,0,3.43967191
Ga0401699_0057123_86_3295,106.1144303,141.2957906,4.291817861,13.75868764
Ga0401699_0057272_457_3549,195.2505518,90.60188098,0.715302977,0.859917978
Ga0401699_0057377_3376_3585,345.5085851,436.8304976,844.7728157,908.0733843
Ga0401699_0057484_56_3199,16.97830885,24.80765789,2.861211908,4.299589888
Ga0401699_0058105_43_3006,58.57516554,36.67218992,4.291817861,6.019425843
Ga0401699_0058208_3_3563,16.12939341,4.314375285,0,0
Ga0401699_0058217_808_2253,3.39566177,8.62875057,0,0
Ga0401699_0058347_167_3532,151.1069488,153.1603226,17.16727145,42.1359809
Ga0401699_0058418_2301_3557,14.43156252,9.707344391,0,0
Ga0401699_0058543_2478_3503,22.92071695,31.27922082,118.0249912,126.4079427
Ga0401699_0058595_1_3516,12.73373164,7.550156749,0,0
Ga0401699_0058655_1_3099,12.73373164,22.65047025,0,1.719835955
Ga0401699_0058987_163_3504,104.4165994,42.06515903,1.430605954,0.859917978
Ga0401699_0059215_3_3404,9.338069869,11.86453203,2.145908931,0.859917978
Ga0401699_0059528_576_3422,3.39566177,5.392969106,0,0
Ga0401699_0059763_2614_3441,28.86312505,20.4932826,182.4022591,227.8782641
Ga0401699_0059872_25_3519,46.69034934,38.82937756,2.145908931,0
Ga0401699_0060227_1331_3439,10.18698531,4.314375285,0,0
Ga0401699_0060237_247_3483,140.9199635,104.6236007,5.007120838,24.07770337
Ga0401699_0060286_212_3511,33.10770226,10.78593821,0,0
Ga0401699_0060298_1432_3510,7.640238984,16.17890732,0,0
Ga0401699_0060312_119_3337,7.640238984,22.65047025,0,2.579753933
Ga0401699_0060527_1034_2908,106.1144303,143.4529782,293.2742205,290.6522764
Ga0401699_0060571_147_2411,142.6177944,88.44469334,11.44484763,9.459097753
Ga0401699_0060753_418_858,98.47419134,69.03000456,25.75090717,30.09712922
Ga0401699_0060790_331_3000,19.52505518,60.40125399,2.145908931,0
Ga0401699_0060867_73_1569,118.848162,139.1386029,5.007120838,8.599179776
Ga0401699_0060874_242_3448,44.99251846,23.72906407,2.145908931,2.579753933
Ga0401699_0060990_2214_3494,22.07180151,15.1003135,0,0
Ga0401699_0061032_2893_3162,44.99251846,179.0465743,133.0463537,141.8864663
Ga0401699_0061601_57_3284,65.36648908,21.57187642,2.145908931,0.859917978
Ga0401699_0061803_270_3410,99.32310679,35.5935961,1.430605954,0
Ga0401699_0061811_107_3454,14.43156252,17.25750114,0.715302977,2.579753933
Ga0401699_0062471_260_3319,12.73373164,24.80765789,0,0
Ga0401699_0062752_221_3451,637.5354974,413.1014335,9.2989387,20.63803146
Ga0401699_0062763_186_3335,27.16529416,17.25750114,0,0
Ga0401699_0062942_21_3392,35.65444859,10.78593821,2.145908931,3.43967191
Ga0401699_0062957_1209_3218,11.03590075,39.90797139,1.430605954,5.159507865
Ga0401699_0063283_1_3429,145.1645407,107.8593821,7.868332746,14.61860562
Ga0401699_0063331_149_3400,102.7187686,134.8242277,7.153029769,11.17893371
Ga0401699_0063600_3_3434,5.093492656,18.33609496,0,0
Ga0401699_0063784_63_1337,15.28047797,25.88625171,1.430605954,0.859917978
Ga0401699_0063868_576_3218,7.640238984,2.157187642,0,0
Ga0401699_0063923_133_3222,528.8743208,225.4261086,1.430605954,0.859917978
Ga0401699_0063938_166_3273,13.58264708,17.25750114,2.861211908,1.719835955
Ga0401699_0064185_143_3403,129.8840627,120.802508,5.722423815,18.05827753
Ga0401699_0064431_8_3193,43.29468757,19.41468878,0,0
Ga0401699_0064504_69_3203,24.61854784,10.78593821,0,0
Ga0401699_0064510_74_3397,67.91323541,22.65047025,2.145908931,2.579753933
Ga0401699_0064542_1_3312,5.093492656,6.471562927,0,0
Ga0401699_0064657_137_3385,223.2647614,203.8542322,32.90393694,44.71573483
Ga0401699_0064670_99_3218,25.46746328,40.98656521,0.715302977,1.719835955
Ga0401699_0064729_65_3175,27.16529416,26.96484553,0,0
Ga0401699_0064978_3_1394,518.6873354,499.3889392,30.75802801,37.83639101
Ga0401699_0065800_2197_3384,72.15781262,77.65875513,185.978774,245.9365416
Ga0401699_0066353_13_3120,144.3156252,61.47984781,0.715302977,0.859917978
Ga0401699_0066409_1_3369,9.338069869,6.471562927,0,0
Ga0401699_0066474_54_3137,115.4525002,63.63703545,17.16727145,12.03885169
Ga0401699_0066544_35_3193,141.7688789,97.07344391,5.007120838,18.05827753
Ga0401699_0066595_188_3364,28.01420961,26.96484553,6.437726792,2.579753933
Ga0401699_0066697_313_1500,25.46746328,47.45812813,2.145908931,4.299589888
Ga0401699_0066738_32_3118,32.25878682,44.22234667,6.437726792,0
Ga0401699_0066805_10_3360,176.5744121,37.75078374,0.715302977,0.859917978
Ga0401699_0066894_25_3195,99.32310679,103.5450068,14.30605954,24.93762135
Ga0401699_0067634_1124_2962,99.32310679,115.4095389,1.430605954,4.299589888
Ga0401699_0067773_18_3173,174.0276657,131.5884462,22.88969526,33.53680113
Ga0401699_0067933_1456_1875,12.73373164,21.57187642,92.27408402,127.2678607
Ga0401699_0067933_2473_3336,185.0635665,294.4561132,403.430879,488.4334113
Ga0401699_0067988_478_3294,754.6858285,1007.406629,143.0605954,219.2790843
Ga0401699_0068667_147_3260,175.7254966,175.8107929,24.32030121,36.11655506
Ga0401699_0068748_363_3173,154.5026106,154.2389164,21.45908931,6.879343821
Ga0401699_0068816_5_3316,14.43156252,10.78593821,0,0
Ga0401699_0068974_106_2916,23.76963239,23.72906407,2.861211908,3.43967191
Ga0401699_0068985_49_2601,71.30889718,67.95141074,145.2065043,102.3302393
Ga0401699_0069004_187_3213,127.3373164,113.2523512,15.02136251,7.739261798
Ga0401699_0069179_63_3170,32.25878682,20.4932826,2.861211908,1.719835955
Ga0401699_0069367_1_3285,64.51757364,44.22234667,0,0.859917978
Ga0401699_0069392_108_3293,73.00672807,22.65047025,0,0
Ga0401699_0069504_292_3129,95.07852957,84.13031806,4.291817861,2.579753933
Ga0401699_0069568_3_1991,5.093492656,16.17890732,30.04272503,59.33434045
Ga0401699_0069616_24_3302,6.791323541,11.86453203,0,0
Ga0401699_0069861_49_3084,63.6686582,28.04343935,0,0
Ga0401699_0070045_51_3167,97.6252759,59.32266017,2.861211908,13.75868764
Ga0401699_0070180_1_2715,31.40987138,74.42297367,0,0
Ga0401699_0070232_1504_2409,344.6596697,453.0094049,12.16015061,6.019425843
Ga0401699_0070232_3_1502,396.4435117,725.8936417,15.02136251,6.879343821
Ga0401699_0070412_15_3287,0,0,0,0
Ga0401699_0070653_2_3112,10.18698531,9.707344391,0,0
Ga0401699_0071366_218_3136,12.73373164,17.25750114,0,4.299589888
Ga0401699_0071603_3_2387,39.8990258,24.80765789,0,0
Ga0401699_0071612_169_3171,10.18698531,7.550156749,0,0
Ga0401699_0071662_57_3260,11.03590075,9.707344391,0,0
Ga0401699_0071794_40_3093,51.783842,53.92969106,8.583635723,0
Ga0401699_0071856_20_1297,549.2482914,715.1077035,19.31318038,11.17893371
Ga0401699_0071856_2505_3257,40.74794125,43.14375285,0,3.43967191
Ga0401699_0072020_1_3117,102.7187686,75.50156749,17.88257442,12.89876966
Ga0401699_0072800_33_3239,59.42408098,33.43640846,0,2.579753933
Ga0401699_0073024_708_3206,0,0,0,0
Ga0401699_0073697_68_3202,94.22961413,53.92969106,3.576514884,12.03885169
Ga0401699_0073852_93_3119,26.31637872,15.1003135,0,0.859917978
Ga0401699_0074181_3_3128,44.14360302,55.00828488,0,0
Ga0401699_0074699_1396_3147,10.18698531,21.57187642,1.430605954,2.579753933
Ga0401699_0074874_3_953,270.8040262,180.1251681,7.153029769,5.159507865
Ga0401699_0074981_1546_1953,5.093492656,10.78593821,87.98226616,137.5868764
Ga0401699_0074981_19_957,21.22288607,35.5935961,248.210133,291.5121944
Ga0401699_0074981_1978_2196,11.8848162,2.157187642,45.06408754,95.45089551
Ga0401699_0074981_2224_2598,15.28047797,11.86453203,99.42711379,127.2678607
Ga0401699_0074981_2648_3118,7.640238984,9.707344391,114.4484763,162.5244978
Ga0401699_0074981_995_1450,26.31637872,16.17890732,179.5410472,235.6175259
Ga0401699_0074999_2034_2405,8.489154426,17.25750114,129.4698388,151.3455641
Ga0401699_0074999_2443_2835,13.58264708,12.94312585,87.26696318,85.13187978
Ga0401699_0074999_55_570,1.697830885,15.1003135,71.53029769,92.87114158
Ga0401699_0074999_602_1870,20.37397062,43.14375285,280.3987669,351.7064528
Ga0401699_0075071_1461_1655,2.546746328,1.078593821,39.34166373,52.45499663
Ga0401699_0075071_1659_1877,5.093492656,1.078593821,63.66196494,57.6145045
Ga0401699_0075205_247_3102,5.093492656,1.078593821,0,0
Ga0401699_0075256_336_3149,14.43156252,17.25750114,2.861211908,0.859917978
Ga0401699_0075335_220_3192,56.02841921,30.20062699,6.437726792,1.719835955
Ga0401699_0075342_1_2943,14.43156252,10.78593821,0,0
Ga0401699_0075824_18_3122,59.42408098,34.51500228,2.861211908,0
Ga0401699_0076407_102_554,41.59685669,62.55844163,75.10681257,81.69220787
Ga0401699_0076407_664_1533,15.28047797,14.02171968,35.76514884,42.1359809
Ga0401699_0076427_100_3171,35.65444859,10.78593821,0,0
Ga0401699_0076680_64_2739,56.87733466,45.30094049,2.145908931,0
Ga0401699_0076957_21_3077,76.40238984,40.98656521,4.291817861,0.859917978
Ga0401699_0077152_129_2882,219.0201842,126.1954771,7.868332746,7.739261798
Ga0401699_0077235_121_3000,23.76963239,23.72906407,1.430605954,1.719835955
Ga0401699_0077259_1217_1609,132.430809,122.9596956,44.34878457,47.29548877
Ga0401699_0077259_632_1015,129.0351473,125.1168833,37.91105778,49.8752427
Ga0401699_0077739_1873_2430,95.07852957,86.2875057,47.92529945,64.49384832
Ga0401699_0077901_1394_3145,75.55347439,51.77250342,2.145908931,0
Ga0401699_0078168_137_3061,9.338069869,9.707344391,0,0
Ga0401699_0078563_1721_2161,39.8990258,47.45812813,0.715302977,4.299589888
Ga0401699_0078563_2658_3023,37.35227948,49.61531578,0,1.719835955
Ga0401699_0078563_504_1268,421.910975,777.6661451,50.07120838,58.47442248
Ga0401699_0078785_32_3130,39.05011036,36.67218992,2.145908931,5.159507865
Ga0401699_0078951_1493_1795,2.546746328,6.471562927,50.78651136,65.3537663
Ga0401699_0078951_2461_3123,40.74794125,20.4932826,266.0927074,272.5939989
Ga0401699_0078994_30_3023,101.0209377,43.14375285,0,0
Ga0401699_0078998_20_2959,39.05011036,22.65047025,1.430605954,0
Ga0401699_0079445_92_3019,10.18698531,9.707344391,2.861211908,2.579753933
Ga0401699_0079598_51_3068,68.76215085,37.75078374,0,0
Ga0401699_0079635_3_3047,33.10770226,9.707344391,0,0
Ga0401699_0080056_124_3018,172.3298349,208.1686075,28.61211908,54.17483259
Ga0401699_0080079_127_3045,5.942408098,3.235781464,0,0
Ga0401699_0080366_234_2981,17.8272243,7.550156749,0,0.859917978
Ga0401699_0080376_244_3060,54.33058833,26.96484553,11.44484763,6.879343821
Ga0401699_0081211_205_3024,9.338069869,5.392969106,0,0
Ga0401699_0081507_19_2985,17.8272243,16.17890732,0.715302977,1.719835955
Ga0401699_0081595_28_2952,65.36648908,29.12203317,0,0
Ga0401699_0081933_3_920,13.58264708,14.02171968,201.0001365,244.2167056
Ga0401699_0082626_11_3013,12.73373164,2.157187642,0,0
Ga0401699_0082949_56_2608,73.00672807,39.90797139,21.45908931,22.35786742
Ga0401699_0083143_1_372,120.5459929,180.1251681,163.0890787,112.6492551
Ga0401699_0083356_545_1924,382.8608646,324.6567402,780.3955478,1178.087629
Ga0401699_0083566_139_2814,7.640238984,5.392969106,2.145908931,0
Ga0401699_0083730_2_1300,186.7613974,146.6887597,17.16727145,19.77811348
Ga0401699_0083880_190_2991,59.42408098,42.06515903,0,0.859917978
Ga0401699_0084121_157_3036,114.6035848,99.23063155,2.145908931,16.33844157
Ga0401699_0084344_1393_1566,4.244577213,7.550156749,53.64772327,48.15540674
Ga0401699_0084344_1773_2795,87.43829059,48.53672196,193.8471067,289.7923584
Ga0401699_0084392_1037_2713,287.782335,378.5864313,115.1637793,90.29138765
Ga0401699_0084522_30_2864,106.1144303,66.87281692,7.153029769,8.599179776
Ga0401699_0084653_1_3039,10.18698531,5.392969106,0,0
Ga0401699_0085015_32_3034,20.37397062,33.43640846,2.145908931,0
Ga0401699_0085393_40_2973,34.80553315,7.550156749,0,0
Ga0401699_0085449_75_2807,5.093492656,9.707344391,0,0
Ga0401699_0085860_94_2949,16.97830885,7.550156749,2.861211908,6.019425843
Ga0401699_0086453_2319_3011,75.55347439,108.9379759,17.16727145,7.739261798
Ga0401699_0087019_61_2778,690.1682549,276.1200182,0.715302977,0
Ga0401699_0087477_58_2988,89.13612148,51.77250342,2.861211908,2.579753933
Ga0401699_0087751_17_1516,92.53178325,85.20891188,12.87545358,10.31901573
Ga0401699_0087933_19_2847,31.40987138,24.80765789,0,0
Ga0401699_0088484_79_1878,15.28047797,34.51500228,4.291817861,0
Ga0401699_0088503_6_2708,46.69034934,60.40125399,10.01424168,11.17893371
Ga0401699_0088976_3_2942,31.40987138,7.550156749,0,0
Ga0401699_0089083_40_1599,72.15781262,39.90797139,2.145908931,4.299589888
Ga0401699_0089089_263_2854,69.6110663,61.47984781,99.42711379,147.9058921
Ga0401699_0089359_109_2805,115.4525002,91.68047481,2.145908931,0
Ga0401699_0089700_1_1893,362.486894,209.2472013,638.0502554,985.4660023
Ga0401699_0089700_2023_2964,286.9334196,311.7136143,737.4773692,976.8668225
Ga0401699_0089703_3_2666,50.93492656,110.0165698,7.868332746,6.879343821
Ga0401699_0089779_2144_2635,2.546746328,12.94312585,95.8505989,93.73105956
Ga0401699_0089779_561_860,11.03590075,17.25750114,163.0890787,187.4621191
Ga0401699_0089810_88_2769,7.640238984,33.43640846,1.430605954,0
Ga0401699_0089973_123_2588,55.17950377,38.82937756,0,0
Ga0401699_0089998_33_2657,22.07180151,6.471562927,0,0
Ga0401699_0090044_149_2950,44.99251846,25.88625171,0,0
Ga0401699_0090069_60_2960,103.567684,73.34437984,7.153029769,10.31901573
Ga0401699_0090397_148_2022,3.39566177,6.471562927,0,0
Ga0401699_0090439_6_2807,43.29468757,7.550156749,0,0
Ga0401699_0090474_1457_2713,166.3874268,86.2875057,0,1.719835955
Ga0401699_0090736_16_2883,17.8272243,21.57187642,0,0
Ga0401699_0090957_33_2825,36.50336403,16.17890732,0,0
Ga0401699_0091124_40_2859,7.640238984,1.078593821,0,0
Ga0401699_0091261_75_2729,38.20119492,24.80765789,2.861211908,5.159507865
Ga0401699_0091275_5_514,120.5459929,143.4529782,0,0
Ga0401699_0091363_125_2707,48.38818023,35.5935961,8.583635723,6.019425843
Ga0401699_0091754_386_2773,5.942408098,4.314375285,0,0
Ga0401699_0091969_1_2805,16.12939341,14.02171968,0.715302977,0.859917978
Ga0401699_0092828_101_2908,32.25878682,17.25750114,2.145908931,0
Ga0401699_0093664_266_2725,34.80553315,48.53672196,6.437726792,1.719835955
Ga0401699_0093995_1_2907,14.43156252,8.62875057,0,0
Ga0401699_0094010_138_1859,73.00672807,22.65047025,2.145908931,0
Ga0401699_0094253_396_1568,134.1286399,100.3092254,0,0
Ga0401699_0094671_1_2898,45.8414339,43.14375285,0.715302977,0
Ga0401699_0094919_16_2841,0,0,0,860.7778956
Ga0401699_0094940_32_385,13.58264708,16.17890732,0,0
Ga0401699_0095011_2414_2893,97.6252759,28.04343935,0.715302977,0
Ga0401699_0095238_79_2694,73.00672807,101.3878192,10.72954465,8.599179776
Ga0401699_0095349_3_2888,71.30889718,16.17890732,0,0
Ga0401699_0095565_2_1600,136.6753863,69.03000456,4.291817861,0
Ga0401699_0095865_242_2857,18.67613974,26.96484553,0,0.859917978
Ga0401699_0095895_1_2880,10.18698531,10.78593821,0,0
Ga0401699_0096039_31_2700,75.55347439,36.67218992,0,0.859917978
Ga0401699_0096094_46_2868,0,309.5564267,2.145908931,29.23721124
Ga0401699_0096216_209_2833,116.3014156,55.00828488,0,1.719835955
Ga0401699_0096553_1_2829,11.8848162,9.707344391,0,0
Ga0401699_0096634_3_2864,28.86312505,9.707344391,0,0
Ga0401699_0097194_78_2723,4.244577213,6.471562927,0,0
Ga0401699_0097284_81_2846,678.2834387,484.2886257,35.04984587,67.93352023
Ga0401699_0097487_119_2854,28.86312505,12.94312585,0,0
Ga0401699_0098102_1_2853,8.489154426,8.62875057,0,0
Ga0401699_0098773_1335_2549,73.00672807,104.6236007,0.715302977,0
Ga0401699_0098983_57_2807,22.92071695,9.707344391,0,0
Ga0401699_0099196_29_2770,2.546746328,12.94312585,0,0
Ga0401699_0099498_1244_2779,507.6514347,396.9225262,1.430605954,3.43967191
Ga0401699_0099635_2406_2771,10.18698531,14.02171968,0.715302977,0.859917978
Ga0401699_0099707_428_2248,11.03590075,8.62875057,0,0.859917978
Ga0401699_0099755_903_1091,19.52505518,17.25750114,0,0
Ga0401699_0099933_124_1344,191.0059746,232.9762654,72.96090364,85.99179776
Ga0401699_0100279_11_2743,33.10770226,16.17890732,0,0
Ga0401699_0100381_79_2823,44.99251846,26.96484553,0,0
Ga0401699_0100480_159_2810,15.28047797,8.62875057,0,0
Ga0401699_0100507_1_1206,7.640238984,21.57187642,12.87545358,3.43967191
Ga0401699_0100679_436_909,25.46746328,20.4932826,33.61923991,47.29548877
Ga0401699_0100937_93_2453,22.92071695,29.12203317,0,0
Ga0401699_0101317_47_2644,58.57516554,58.24406635,6.437726792,9.459097753
Ga0401699_0101320_291_2753,0,0,0.715302977,0
Ga0401699_0101621_3_2252,70.45998174,16.17890732,9.2989387,6.879343821
Ga0401699_0101688_33_2807,27.16529416,22.65047025,0,0
Ga0401699_0102296_31_2445,26.31637872,11.86453203,3.576514884,8.599179776
Ga0401699_0102648_2550_2747,74.70455895,127.2740709,150.9289281,94.59097753
Ga0401699_0102663_43_1572,103.567684,136.9814153,37.91105778,18.91819551
Ga0401699_0102837_95_2716,24.61854784,16.17890732,0,0
Ga0401699_0103107_11_2698,24.61854784,4.314375285,0,0
Ga0401699_0103146_1102_2466,157.8982723,203.8542322,22.88969526,24.07770337
Ga0401699_0103357_1174_2664,455.8675927,266.4126738,7.153029769,12.89876966
Ga0401699_0103454_22_2772,44.14360302,19.41468878,2.861211908,0.859917978
Ga0401699_0103464_166_1032,70.45998174,23.72906407,0,0
Ga0401699_0103516_40_2694,220.7180151,130.5098524,0.715302977,1.719835955
Ga0401699_0103948_2484_2783,598.485387,1008.485223,1692.406843,1976.95143
Ga0401699_0104731_87_2621,33.10770226,45.30094049,9.2989387,0.859917978
Ga0401699_0104759_301_2709,141.7688789,113.2523512,12.87545358,22.35786742
Ga0401699_0104879_259_2712,20.37397062,17.25750114,0,0
Ga0401699_0105146_2_2656,60.27299643,26.96484553,0,0
Ga0401699_0105225_350_2743,17.8272243,33.43640846,2.145908931,1.719835955
Ga0401699_0105375_3_2597,2.546746328,7.550156749,0.715302977,0.859917978
Ga0401699_0105425_69_2675,61.97082731,34.51500228,0.715302977,3.43967191
Ga0401699_0105727_3_2762,50.08601111,98.15203773,2.145908931,0
Ga0401699_0106097_1001_2749,533.9678134,197.3826693,0,0
Ga0401699_0106259_324_2258,144.3156252,81.97313041,0,0
Ga0401699_0106492_108_2486,158.7471878,200.6184508,33.61923991,19.77811348
Ga0401699_0107097_1215_2699,119.6970774,93.83766245,0,0.859917978
Ga0401699_0107527_184_2481,148.5602025,113.2523512,168.8115025,410.1808753
Ga0401699_0107643_166_2739,4.244577213,4.314375285,0,0
Ga0401699_0107780_143_2731,67.06431997,42.06515903,5.007120838,1.719835955
Ga0401699_0108197_560_2377,22.07180151,39.90797139,2.145908931,3.43967191
Ga0401699_0108231_398_2656,379.4652029,475.6598752,952.7835652,847.0192079
Ga0401699_0108683_169_1710,140.9199635,98.15203773,12.87545358,18.91819551
Ga0401699_0108817_1404_2573,10.18698531,66.87281692,1.430605954,1.719835955
Ga0401699_0109884_68_2716,13.58264708,10.78593821,0,0
Ga0401699_0109899_34_2718,50.93492656,28.04343935,0.715302977,2.579753933
Ga0401699_0109953_53_2308,45.8414339,45.30094049,3.576514884,4.299589888
Ga0401699_0110161_51_2642,11.03590075,11.86453203,0,1.719835955
Ga0401699_0110163_817_2682,5.093492656,10.78593821,47.92529945,55.03475057
Ga0401699_0110529_73_2622,235.1495776,227.5832963,23.60499824,12.03885169
